name,station_code,service_provider_name,latitude,longitude,route_id,route_name,line_number,line_colour,colour_hex_code,region
Titiwangsa,PY17,Rapid KL,3.17446,101.69601,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Hospital Kuala Lumpur,PY18,Rapid KL,3.17401,101.70172,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Raja Uda,PY19,Rapid KL,3.16789,101.71093,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Ampang Park,PY20,Rapid KL,3.16172,101.71797,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Persiaran KLCC,PY21,Rapid KL,3.15691,101.71821,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Conlay,PY22,Rapid KL,3.15069,101.71839,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Tun Razak Exchange,PY23,Rapid KL,3.1428733,101.7199618,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Chan Sow Lin,PY24,Rapid KL,3.12837,101.71659,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Kuchai,PY27,Rapid KL,3.08962,101.6941,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Taman Naga Emas,PY28,Rapid KL,3.07772,101.69952,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Sungai Besi,PY29,Rapid KL,3.06383,101.70841,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Serdang Raya Utara,PY31,Rapid KL,3.04177,101.70493,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Serdang Raya Selatan,PY32,Rapid KL,3.02849,101.70749,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Serdang Jaya,PY33,Rapid KL,3.0216,101.70893,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
UPM,PY34,Rapid KL,3.00848,101.70541,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Taman Equine,PY36,Rapid KL,2.98932,101.67257,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Putra Permai,PY37,Rapid KL,2.9831,101.66057,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
16 Sierra,PY38,Rapid KL,2.96528,101.65483,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Cyberjaya Utara,PY39,Rapid KL,2.94924,101.65749,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Cyberjaya City Centre,PY40,Rapid KL,2.93895,101.66563,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Putrajaya Sentral,PY41,Rapid KL,2.93143,101.67147,PY,Putrajaya Line,12,Yellow,#facd04,Klang Valley
Bandar Utama,JS1,Rapid KL,3.144418876,101.6181465,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Kayu Ara,JS2,Rapid KL,3.135428534,101.6170146,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
BU11,JS3,Rapid KL,3.133471924,101.6049169,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Damansara Idaman,JS5,Rapid KL,3.122534158,101.5941505,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
SS7,JS6,Rapid KL,3.106420683,101.5912029,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Glenmarie,JS7,Rapid KL,3.095852204,101.5891855,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Kerjaya,JS9,Rapid KL,3.082319047,101.5624195,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Stadium Shah Alam,JS10,Rapid KL,3.079356864,101.5480906,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Bandaraya Shah Alam,JS12,Rapid KL,3.069671102,101.5213147,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
UiTM,JS14,Rapid KL,3.062419515,101.5014841,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Hospital Shah Alam,JS15,Rapid KL,3.067392682,101.4871655,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Bandar Baru Klang,JS17,Rapid KL,3.062554962,101.465626,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Pasar Besar Klang,JS18,Rapid KL,3.068467697,101.4507026,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Jalan Meru,JS19,Rapid KL,3.058985137,101.4519429,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Klang,JS20,Rapid KL,3.046913733,101.4469717,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Taman Selatan,JS21,Rapid KL,3.026450343,101.442469,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Sri Andalas,JS22,Rapid KL,3.015224548,101.4404414,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Klang Jaya,JS23,Rapid KL,3.005072142,101.4420808,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Bandar Bukit Tinggi,JS24,Rapid KL,2.993526149,101.4461748,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
Johan Setia,JS26,Rapid KL,2.975435809,101.4607181,JS,LRT3,11,Sky Blue,#88cffa,Klang Valley
